OverallQual;OverallCond;RoofMatl;roofDummy;MasVnrArea;ExterQual;extDummy;BsmtExposure;BsmtFinSF1;stFlrSF;ndFlrSF;KitchenQual;SalePrice;LotArea;Condition2;Neighborhood
10;5;CompShg;0;420;Ex;2;Gd;1338;1728;568;Ex;451950;13478;Norm;NridgHt
5;8;CompShg;0;0;TA;1;No;816;816;0;TA;138000;6600;Norm;Mitchel
6;5;CompShg;0;170;Gd;0;Av;685;848;0;Gd;140000;4435;Norm;CollgCr
5;6;CompShg;0;0;TA;1;No;0;924;0;TA;110000;7990;Norm;CollgCr
8;5;CompShg;0;238;Gd;0;Gd;1422;1826;0;Gd;319000;11302;Norm;StoneBr
6;7;CompShg;0;0;TA;1;No;0;684;684;TA;114504;3600;Norm;OldTown
7;5;CompShg;0;72;Gd;0;Av;0;1402;0;Gd;194201;3922;Norm;Blmngtn
5;6;CompShg;0;459;TA;1;Mn;1283;1647;0;Gd;217500;12984;Norm;Crawfor
6;6;CompShg;0;0;TA;1;No;81;716;840;TA;151000;1950;Norm;Blueste
8;5;CompShg;0;280;Gd;0;Av;546;1058;846;Ex;275000;10927;Norm;NridgHt
6;6;CompShg;0;0;TA;1;No;0;780;595;Gd;141000;9000;Norm;IDOTRR
8;5;CompShg;0;0;Gd;0;Mn;789;927;988;Gd;220000;10041;Norm;SawyerW
7;5;CompShg;0;0;Gd;0;No;0;600;600;Gd;151000;3182;Norm;Somerst
7;5;CompShg;0;99;Gd;0;Mn;922;1494;0;Gd;221000;12803;Norm;CollgCr
7;6;CompShg;0;176;TA;1;No;454;1186;800;TA;205000;13600;Norm;NAmes
5;5;CompShg;0;0;TA;1;No;732;1040;0;Gd;152000;12464;Norm;CollgCr
5;8;CompShg;0;0;TA;1;No;603;1112;896;Ex;225000;7800;Norm;Edwards
8;6;CompShg;0;0;TA;1;Mn;428;1940;1254;TA;359100;12168;Norm;Crawfor
4;5;CompShg;0;192;TA;1;Mn;903;1029;0;TA;118500;7943;Norm;Sawyer
9;5;CompShg;0;204;Gd;0;Mn;904;1476;677;Ex;313000;11050;Norm;CollgCr
6;6;CompShg;0;233;TA;1;Av;605;1032;0;TA;148000;10395;Norm;NWAmes
8;5;CompShg;0;108;Gd;0;Av;990;1299;573;Ex;261500;11885;Norm;CollgCr
5;5;CompShg;0;0;TA;1;No;206;1120;0;TA;147000;8402;Norm;Mitchel
4;6;CompShg;0;0;TA;1;Av;150;630;0;TA;75500;1491;Norm;MeadowV
6;7;CompShg;0;156;TA;1;Gd;763;1054;0;Gd;137500;8800;Norm;NAmes
6;5;CompShg;0;0;Gd;0;No;457;807;702;Gd;183200;7861;Norm;Gilbert
6;6;CompShg;0;0;TA;1;No;0;832;0;Gd;105500;7227;Norm;NAmes
9;5;CompShg;0;452;Ex;2;Av;48;1828;0;Gd;314813;11694;Norm;NridgHt
8;5;CompShg;0;226;Gd;0;Gd;871;1482;780;Gd;305000;12244;Norm;Timber
3;3;CompShg;0;0;TA;1;No;41;864;0;TA;67000;8248;Norm;Edwards
6;7;CompShg;0;0;TA;1;No;956;1548;1066;TA;240000;10800;Norm;NWAmes
5;6;CompShg;0;153;TA;1;No;560;980;0;TA;135000;7064;Norm;Sawyer
6;5;CompShg;0;513;Gd;0;No;420;756;756;Gd;168500;2117;Norm;Somerst
6;5;CompShg;0;288;TA;1;No;247;1012;778;TA;165150;10400;Norm;NWAmes
6;6;CompShg;0;261;TA;1;No;0;1116;0;TA;160000;10000;Norm;NAmes
5;5;CompShg;0;0;TA;1;No;0;1422;0;TA;139900;12342;Norm;NAmes
6;6;CompShg;0;164;TA;1;Av;674;1520;0;TA;153000;9600;Norm;NAmes
5;5;CompShg;0;192;TA;1;Av;650;1040;1040;Fa;135000;11606;Norm;NAmes
6;5;WdShngl;1;259;TA;1;Gd;624;1350;0;TA;168500;9020;Norm;NAmes
5;6;CompShg;0;0;TA;1;No;0;1089;661;Ex;124000;9000;Norm;OldTown
8;5;CompShg;0;108;Gd;0;Mn;24;1554;0;Gd;209500;4590;Norm;NridgHt
7;5;CompShg;0;209;TA;1;No;822;1411;0;TA;82500;11900;Norm;NWAmes
5;7;CompShg;0;0;TA;1;No;480;1056;0;TA;139400;9250;Norm;NAmes
6;5;CompShg;0;0;TA;1;No;1056;1056;0;TA;144000;6979;Norm;OldTown
6;7;CompShg;0;0;Fa;3;No;256;1440;1440;Fa;200000;10896;Norm;SWISU
2;3;CompShg;0;0;Fa;3;No;0;800;0;Fa;60000;6120;Norm;BrkSide
5;4;CompShg;0;0;TA;1;No;0;811;576;Gd;93000;6000;Norm;OldTown
5;7;CompShg;0;0;TA;1;No;0;796;0;TA;85000;8777;Norm;Edwards
8;5;CompShg;0;0;Gd;0;Av;1154;1567;0;Ex;264561;3982;Norm;Blmngtn
8;5;CompShg;0;472;Ex;2;Gd;1218;1518;0;Ex;274000;12677;Norm;NridgHt
7;5;CompShg;0;0;Gd;0;No;738;1057;872;Gd;226000;7050;Norm;Somerst
8;7;CompShg;0;0;Gd;0;Gd;1410;2000;704;Ex;345000;13860;Norm;NAmes
5;5;CompShg;0;263;TA;1;No;493;780;840;TA;152000;10793;Norm;NWAmes
9;5;CompShg;0;162;Ex;2;Mn;1121;1766;0;Ex;370878;9187;Norm;Somerst
6;5;CompShg;0;0;TA;1;No;282;981;0;TA;143250;10530;Norm;NAmes
5;5;CompShg;0;0;TA;1;NA;0;1048;0;TA;98300;7200;Norm;NAmes
6;5;CompShg;0;216;TA;1;Mn;500;1094;0;TA;155000;10452;Norm;Edwards
6;5;CompShg;0;351;TA;1;No;0;1051;788;TA;155000;7700;Norm;NAmes
4;6;CompShg;0;0;TA;1;Av;131;630;0;TA;84500;1936;Norm;MeadowV
7;6;CompShg;0;NA;Gd;0;No;0;822;843;Gd;205950;8125;Norm;Somerst
4;5;CompShg;0;0;TA;1;Mn;0;755;755;TA;108000;9084;Norm;Edwards
7;5;CompShg;0;0;Gd;0;No;0;909;807;Gd;191000;8750;Norm;CollgCr
6;7;CompShg;0;0;TA;1;No;0;756;713;TA;135000;10320;Norm;IDOTRR
8;6;CompShg;0;660;Gd;0;Gd;1696;2113;0;Gd;350000;10437;Norm;NoRidge
6;5;CompShg;0;381;TA;1;No;0;525;567;TA;88000;1680;Norm;BrDale
5;7;CompShg;0;54;Gd;0;No;806;1053;0;Gd;145500;10007;Norm;NAmes
7;6;CompShg;0;0;TA;1;No;0;851;651;TA;149000;7200;Norm;Crawfor
6;5;CompShg;0;0;TA;1;No;0;912;546;TA;97500;17503;Norm;NAmes
5;7;CompShg;0;0;TA;1;No;637;1486;0;TA;167000;9937;Norm;Edwards
7;7;CompShg;0;233;TA;1;No;0;1142;793;TA;197900;12384;Norm;NWAmes
8;7;CompShg;0;528;Gd;0;No;1361;1686;762;Gd;402000;46589;Norm;NoRidge
6;3;CompShg;0;216;TA;1;No;0;1392;0;TA;110000;13560;Norm;NAmes
4;5;CompShg;0;0;TA;1;Av;920;1181;0;TA;137500;10012;Norm;Edwards
8;5;CompShg;0;0;Gd;0;Mn;1721;2097;0;Ex;423000;20896;Norm;Somerst
8;5;CompShg;0;40;Gd;0;No;0;1454;482;Gd;230500;11194;Norm;Gilbert
6;5;Tar&Grv;7;113;TA;1;No;187;1465;915;TA;129000;18450;Norm;NAmes
6;5;CompShg;0;258;TA;1;No;1138;1679;0;Gd;193500;8125;Norm;SawyerW
5;6;CompShg;0;0;TA;1;No;988;1437;0;TA;168000;14175;Norm;Sawyer
4;5;CompShg;0;0;TA;1;No;0;1180;0;Fa;137500;11600;Norm;Crawfor
6;5;CompShg;0;0;Gd;0;No;193;738;738;Gd;173500;8633;Norm;CollgCr
6;6;CompShg;0;0;TA;1;No;551;697;672;TA;103600;6629;Norm;Edwards
6;6;CompShg;0;0;Gd;0;No;767;1208;0;TA;165000;11250;Norm;Veenker
6;7;CompShg;0;106;TA;1;No;1186;1839;0;Gd;257500;14442;Norm;Crawfor
6;6;CompShg;0;0;TA;1;No;892;1136;0;TA;140000;9200;Norm;NAmes
6;6;CompShg;0;0;TA;1;No;311;855;586;TA;148500;2289;Norm;NPkVill
4;2;CompShg;0;0;TA;1;No;0;1095;679;TA;87000;9600;Norm;OldTown
5;8;CompShg;0;0;Gd;0;No;0;792;0;Gd;109500;9022;Norm;OldTown
8;5;CompShg;0;464;Gd;0;Mn;0;2046;0;Gd;372500;11844;Norm;StoneBr
5;5;CompShg;0;57;TA;1;No;827;988;0;TA;128500;9945;Norm;Sawyer
6;5;CompShg;0;0;TA;1;No;543;923;0;TA;143000;8012;Norm;SawyerW
5;5;CompShg;0;0;TA;1;No;182;848;672;TA;159434;4500;Norm;SWISU
6;5;CompShg;0;0;TA;1;Mn;1003;1291;0;Gd;173000;2887;Norm;ClearCr
9;5;CompShg;0;215;Gd;0;Av;1059;1668;0;Gd;285000;11248;Norm;CollgCr
7;5;CompShg;0;30;Gd;0;No;0;1195;644;TA;221000;16770;Norm;NoRidge
7;5;CompShg;0;0;Gd;0;Mn;828;1190;900;Gd;207500;5062;Norm;StoneBr
7;6;CompShg;0;0;Gd;0;No;0;874;887;Gd;227875;10207;Norm;Somerst
7;5;CompShg;0;0;Gd;0;No;239;551;551;Gd;148800;5105;Norm;Somerst
8;6;CompShg;0;0;Gd;0;Av;945;1419;0;Gd;392000;8089;Norm;StoneBr
6;5;CompShg;0;256;Gd;0;Av;20;1362;0;Gd;194700;7577;Norm;NridgHt
6;5;CompShg;0;147;Gd;0;Gd;697;848;0;Gd;141000;4426;Norm;CollgCr
10;6;WdShngl;1;1170;Ex;2;Gd;1455;2444;1872;Ex;755000;21535;Norm;NoRidge
7;5;CompShg;0;293;Gd;0;Gd;965;1238;1281;Gd;335000;26178;Norm;Timber
5;6;CompShg;0;0;TA;1;No;0;1073;0;TA;108480;5400;Norm;OldTown
5;6;CompShg;0;0;TA;1;No;0;1067;472;TA;141500;6120;Norm;BrkSide
6;6;CompShg;0;72;TA;1;No;980;1137;0;Gd;176000;13811;Norm;Timber
5;7;CompShg;0;0;TA;1;No;616;616;0;TA;89000;6000;Norm;BrkSide
5;7;CompShg;0;0;TA;1;Mn;210;1148;0;TA;123500;6420;Norm;Edwards
5;8;CompShg;0;0;TA;1;No;553;894;0;TA;138500;8450;Norm;Sawyer
7;5;CompShg;0;0;Gd;0;Mn;16;1391;0;Gd;196000;4282;Norm;Somerst
8;5;CompShg;0;630;Gd;0;Gd;1274;1800;0;Gd;312500;14331;Norm;Timber
7;5;CompShg;0;168;TA;1;No;0;1164;0;TA;140000;9600;Norm;NWAmes
8;5;CompShg;0;466;Ex;2;No;0;1264;1312;Ex;361919;12438;Norm;StoneBr
5;9;CompShg;0;0;TA;1;No;0;1032;780;Gd;140000;7630;Norm;OldTown
7;5;CompShg;0;109;Gd;0;Av;712;1484;0;Gd;213000;8400;Norm;CollgCr
4;5;CompShg;0;0;Fa;3;NA;0;372;720;Fa;55000;5600;Norm;IDOTRR
7;5;CompShg;0;351;TA;1;Gd;1219;1824;0;Gd;302000;115149;Norm;ClearCr
8;5;CompShg;0;176;Gd;0;No;863;1324;0;Gd;254000;6240;Norm;NridgHt
7;5;CompShg;0;0;Gd;0;Av;0;728;728;Gd;179540;9018;Norm;Gilbert
5;7;CompShg;0;41;TA;1;No;0;904;0;TA;109900;7162;Norm;Sawyer
3;6;CompShg;0;0;Gd;0;No;0;729;0;TA;52000;4130;Norm;BrkSide
4;7;CompShg;0;0;TA;1;Mn;0;859;319;TA;102776;8712;Norm;IDOTRR
8;5;CompShg;0;0;Gd;0;Mn;767;1228;0;Gd;189000;4671;Norm;StoneBr
4;5;CompShg;0;160;TA;1;Av;789;960;0;TA;129000;9873;Norm;BrkSide
6;8;CompShg;0;289;Gd;0;No;533;725;754;Gd;130500;13517;Norm;Sawyer
6;5;CompShg;0;174;TA;1;No;0;1350;0;TA;165000;10140;Norm;NWAmes
7;8;CompShg;0;0;TA;1;No;0;1576;978;TA;159500;10800;Norm;OldTown
5;6;CompShg;0;0;TA;1;No;1084;1178;0;Gd;157000;10000;Norm;NWAmes
7;5;CompShg;0;651;Gd;0;Gd;1173;1325;1093;Gd;341000;10542;Norm;NoRidge
5;6;CompShg;0;0;TA;1;Gd;523;971;0;TA;128500;9920;Norm;CollgCr
8;5;CompShg;0;0;Gd;0;Gd;1148;1742;0;Gd;275000;6563;Norm;StoneBr
6;5;CompShg;0;169;Gd;0;Av;662;848;0;Gd;143000;4426;Norm;CollgCr
4;7;CompShg;0;0;TA;1;No;191;864;0;TA;124500;8120;Norm;NAmes
4;6;CompShg;0;0;TA;1;No;0;997;473;TA;135000;8172;Norm;Edwards
9;5;CompShg;0;340;Ex;2;No;1234;1698;0;Ex;320000;13286;Norm;Edwards
4;6;CompShg;0;0;TA;1;No;375;864;0;Gd;120500;6960;Norm;NAmes
6;9;CompShg;0;260;Gd;0;No;808;1680;0;Gd;222000;21695;Norm;Crawfor
7;5;CompShg;0;82;Gd;0;Av;724;1232;0;Gd;194500;7314;Norm;CollgCr
5;5;CompShg;0;95;TA;1;No;0;1776;0;TA;110000;11475;Norm;NAmes
4;5;CompShg;0;0;TA;1;No;152;848;0;TA;103000;6240;Norm;IDOTRR
8;5;CompShg;0;0;Gd;0;No;1180;1616;0;Gd;236500;5389;Norm;StoneBr
7;5;CompShg;0;442;Gd;0;Av;786;1146;0;Gd;187500;9590;Norm;Timber
7;5;CompShg;0;202;Gd;0;Av;252;1153;878;Gd;222500;11404;Norm;CollgCr
5;6;CompShg;0;0;TA;1;No;594;1144;0;TA;131400;10000;Norm;Sawyer
5;5;CompShg;0;0;TA;1;No;0;948;0;TA;108000;8978;Norm;Sawyer
7;7;CompShg;0;0;TA;1;Mn;390;880;888;TA;163000;10800;Norm;OldTown
3;4;CompShg;0;0;TA;1;NA;0;1040;0;TA;93500;8544;Norm;NAmes
8;5;CompShg;0;0;Gd;0;No;0;901;900;Gd;239900;10463;Norm;Gilbert
5;5;CompShg;0;0;TA;1;Gd;1200;1200;0;TA;179000;10800;Norm;Edwards
7;5;CompShg;0;0;Gd;0;No;0;864;864;Gd;190000;9313;Norm;CollgCr
5;7;CompShg;0;0;TA;1;No;0;768;664;TA;132000;9600;Norm;OldTown
6;8;CompShg;0;0;TA;1;Mn;832;912;0;Gd;142000;6768;Norm;Sawyer
7;5;CompShg;0;108;TA;1;No;0;1349;0;TA;179000;8450;Norm;SawyerW
5;6;CompShg;0;0;TA;1;Av;444;1464;0;TA;175000;12886;Norm;Sawyer
8;5;CompShg;0;0;Gd;0;No;733;1337;0;Gd;180000;5395;Norm;StoneBr
8;9;CompShg;0;289;Ex;2;No;575;1175;1540;Gd;299800;8963;Norm;NWAmes
7;5;CompShg;0;0;Gd;0;No;300;980;1276;Gd;236000;8795;Norm;Gilbert
7;7;CompShg;0;0;Gd;0;No;0;1320;1320;Gd;265979;11700;Norm;OldTown
7;5;CompShg;0;338;Gd;0;No;919;1720;0;Gd;260400;10593;Norm;NoRidge
4;3;CompShg;0;0;TA;1;NA;0;1088;441;TA;98000;8405;Norm;Edwards
4;7;CompShg;0;0;TA;1;No;0;792;348;TA;96500;8800;Norm;OldTown
7;5;CompShg;0;0;Gd;0;No;0;660;660;Gd;162000;7750;Norm;Gilbert
6;5;CompShg;0;0;TA;1;Gd;1200;1494;0;Gd;217000;9236;Norm;CollgCr
8;5;CompShg;0;178;Gd;0;Mn;0;1038;1060;Ex;275500;10240;Norm;NridgHt
6;8;CompShg;0;0;TA;1;No;439;1026;0;Gd;156000;7930;Norm;NAmes
6;5;CompShg;0;894;TA;1;No;381;742;729;TA;172500;3230;Norm;Somerst
8;5;CompShg;0;0;Gd;0;Av;20;866;902;Gd;212000;10769;Norm;CollgCr
6;5;CompShg;0;328;TA;1;Mn;438;672;714;TA;158900;11616;Norm;Sawyer
7;5;CompShg;0;360;TA;1;No;549;757;744;TA;179400;2280;Norm;Somerst
8;5;CompShg;0;513;Gd;0;Av;56;1328;1203;Gd;290000;12257;Norm;NoRidge
6;6;CompShg;0;0;TA;1;No;612;864;0;TA;127500;9100;Norm;NAmes
5;5;CompShg;0;0;TA;1;Mn;405;1301;0;Fa;100000;6911;Norm;BrkSide
7;5;CompShg;0;0;TA;1;Mn;24;764;783;Gd;215200;8640;Norm;Somerst
8;5;CompShg;0;673;Gd;0;Mn;1163;1268;1097;Gd;337000;9430;Norm;NoRidge
8;5;CompShg;0;0;Gd;0;Av;437;1494;0;Ex;270000;9549;Norm;Veenker
9;5;CompShg;0;284;Gd;0;No;0;1506;0;Ex;264132;14587;Norm;Somerst
7;5;CompShg;0;42;TA;1;No;394;980;734;TA;196500;10421;Norm;NWAmes
6;7;CompShg;0;0;TA;1;Mn;660;983;767;TA;160000;12508;Norm;Mitchel
7;5;CompShg;0;0;Gd;0;No;24;1836;0;Gd;216837;9100;Norm;CollgCr
8;5;CompShg;0;603;Ex;2;Gd;1416;1690;1589;Ex;538000;53504;Norm;StoneBr
5;5;CompShg;0;0;TA;1;Av;685;858;0;TA;134900;7252;Norm;Sawyer
4;5;CompShg;0;0;TA;1;No;836;1220;0;TA;102000;8877;Norm;Edwards
6;5;CompShg;0;0;TA;1;Av;422;1117;0;TA;107000;7819;Norm;Edwards
5;5;CompShg;0;1;TA;1;No;456;912;0;TA;114500;10150;Norm;NAmes
8;5;CompShg;0;375;Gd;0;Av;0;1973;0;Gd;395000;14226;Norm;NridgHt
6;5;CompShg;0;320;TA;1;No;866;1204;0;TA;162000;4500;Norm;Mitchel
7;5;CompShg;0;240;Gd;0;Av;20;1614;0;Gd;221500;11210;Norm;CollgCr
5;5;CompShg;0;0;TA;1;No;762;894;0;TA;142500;13350;Norm;Sawyer
5;5;CompShg;0;320;TA;1;NA;0;2020;0;TA;144000;8400;Norm;SawyerW
6;5;CompShg;0;90;TA;1;Gd;975;1004;0;TA;135000;10530;Norm;Mitchel
7;5;CompShg;0;38;TA;1;No;0;1253;0;TA;176000;7875;Norm;Gilbert
6;5;CompShg;0;0;Gd;0;No;387;810;793;Gd;175900;7153;Norm;SawyerW
7;5;CompShg;0;0;Gd;0;No;0;1430;0;Gd;187100;16285;Norm;CollgCr
5;6;CompShg;0;104;TA;1;Av;1097;1110;0;Gd;165500;9101;Norm;Mitchel
6;6;CompShg;0;0;TA;1;No;0;742;742;TA;128000;6300;Norm;OldTown
6;5;CompShg;0;0;TA;1;No;251;1342;0;TA;161500;9790;Norm;NWAmes
5;6;CompShg;0;0;TA;1;No;686;966;686;TA;139000;10800;Norm;OldTown
7;5;CompShg;0;0;Gd;0;No;656;956;1128;Gd;233000;10142;Norm;SawyerW
4;7;CompShg;0;0;TA;1;No;0;901;0;TA;107900;6000;Norm;OldTown
6;8;CompShg;0;157;TA;1;Gd;568;976;1111;Gd;187500;12205;Norm;ClearCr
7;5;CompShg;0;11;Gd;0;No;16;1145;0;Gd;160200;3182;Norm;Blmngtn
6;5;CompShg;0;0;TA;1;Av;539;1062;0;TA;146800;11333;Norm;Mitchel
7;5;CompShg;0;0;Gd;0;Av;862;1127;886;TA;269790;9920;Norm;NoRidge
8;5;CompShg;0;140;Gd;0;Av;0;1496;0;Gd;225000;9158;Norm;Somerst
7;5;CompShg;0;0;Gd;0;No;0;1086;809;Gd;194500;10832;Norm;Gilbert
6;6;CompShg;0;130;TA;1;No;0;888;676;TA;171000;8400;Norm;SawyerW
6;5;CompShg;0;148;TA;1;No;0;1285;0;TA;143500;8197;Norm;Sawyer
5;5;CompShg;0;0;TA;1;No;570;773;0;TA;110000;7677;Norm;NAmes
9;5;CompShg;0;860;Ex;2;No;0;1966;1174;Ex;485000;13518;Norm;NridgHt
5;7;CompShg;0;252;TA;1;No;569;981;787;Gd;175000;7200;Norm;SWISU
6;5;CompShg;0;0;TA;1;Gd;462;616;1072;Gd;200000;12798;Norm;ClearCr
4;7;CompShg;0;0;TA;1;No;197;1196;0;TA;109900;4800;Norm;IDOTRR
7;5;CompShg;0;0;Gd;0;Av;648;728;728;Gd;189000;8199;Norm;CollgCr
9;5;CompShg;0;424;Ex;2;Gd;0;1734;1088;Ex;582933;13891;Norm;NridgHt
5;5;CompShg;0;0;TA;1;No;812;1128;0;TA;118000;9000;Norm;NAmes
7;5;CompShg;0;256;Gd;0;No;0;1428;0;Ex;227680;12274;Norm;Somerst
5;5;CompShg;0;0;TA;1;Av;400;980;0;TA;135500;9750;Norm;NAmes
5;6;CompShg;0;0;TA;1;Gd;1309;1072;504;Gd;223500;21384;Norm;BrkSide
5;5;CompShg;0;1047;TA;1;Av;516;1086;0;TA;159950;13400;Norm;NAmes
5;5;CompShg;0;0;TA;1;No;0;1075;1063;TA;106000;8100;Norm;OldTown
6;6;CompShg;0;99;TA;1;No;663;1309;0;Gd;181000;10140;Norm;NWAmes
6;5;CompShg;0;169;Gd;0;Gd;662;848;0;Gd;144500;4438;Norm;CollgCr
5;5;CompShg;0;0;Fa;3;Av;0;1044;0;Fa;55993;8712;Norm;IDOTRR
6;6;CompShg;0;243;TA;1;No;608;1442;0;TA;157900;9750;Norm;NAmes
5;7;CompShg;0;0;TA;1;No;0;686;564;Fa;116000;8248;Norm;Edwards
7;5;CompShg;0;442;TA;1;No;0;1661;0;Gd;224900;12137;Norm;CollgCr
5;6;CompShg;0;0;TA;1;No;486;1008;0;TA;137000;11425;Norm;NAmes
8;5;CompShg;0;148;Gd;0;No;1218;1689;0;Gd;271000;13265;Norm;Mitchel
6;7;CompShg;0;80;TA;1;Av;504;1052;0;TA;155000;8816;Norm;ClearCr
7;5;CompShg;0;128;Gd;0;Mn;733;1358;0;Gd;224000;6371;Norm;NridgHt
7;5;CompShg;0;0;Gd;0;No;0;798;842;Gd;183000;7226;Norm;CollgCr
4;4;CompShg;0;0;Fa;3;No;0;936;0;TA;93000;6000;Norm;OldTown
7;5;CompShg;0;0;Gd;0;Gd;0;847;886;Gd;225000;12394;Norm;Gilbert
6;7;CompShg;0;0;TA;1;No;0;944;545;TA;139500;9900;Norm;SWISU
8;5;CompShg;0;0;Gd;0;No;0;1489;0;Gd;232600;11216;Norm;Somerst
10;5;CompShg;0;816;Ex;2;Av;1636;2084;0;Ex;385000;14803;PosN;NridgHt
5;6;CompShg;0;0;TA;1;No;784;784;0;Gd;109500;6130;Norm;BrkSide
7;5;CompShg;0;0;Gd;0;No;20;1434;0;Gd;189000;8529;Norm;SawyerW
5;5;Tar&Grv;7;0;TA;1;Gd;249;1160;966;TA;185000;28698;Norm;ClearCr
7;5;CompShg;0;0;Gd;0;No;0;520;623;Gd;147400;2544;Norm;Somerst
6;5;CompShg;0;387;TA;1;No;1040;1392;0;TA;166000;11900;Norm;NAmes
7;5;CompShg;0;0;TA;1;No;0;520;600;Gd;151000;3180;Norm;Somerst
7;6;CompShg;0;223;Gd;0;No;483;941;888;Gd;237000;9548;Norm;CollgCr
6;6;CompShg;0;180;TA;1;No;196;1516;0;TA;167000;10004;Norm;NAmes
5;6;CompShg;0;136;TA;1;No;572;1144;0;TA;139950;7875;Norm;NAmes
4;7;CompShg;0;0;TA;1;No;442;1067;0;Gd;128000;9600;Norm;Sawyer
5;6;CompShg;0;0;TA;1;No;338;1559;0;TA;153500;8100;Norm;OldTown
6;5;CompShg;0;158;TA;1;No;330;483;504;TA;100000;1680;Norm;BrDale
5;6;CompShg;0;0;TA;1;No;0;1099;0;Gd;144000;9525;Norm;CollgCr
5;6;CompShg;0;0;TA;1;No;352;768;432;TA;130500;11767;Norm;Edwards
6;8;CompShg;0;0;TA;1;No;156;810;672;Fa;140000;12155;Norm;SWISU
5;8;CompShg;0;0;TA;1;No;0;958;581;Gd;157500;10440;Norm;OldTown
6;7;CompShg;0;183;TA;1;Gd;312;1165;0;TA;174900;9020;Norm;NAmes
5;4;CompShg;0;0;TA;1;No;0;1800;0;TA;141000;8000;Norm;NAmes
5;8;CompShg;0;0;TA;1;Mn;0;876;540;TA;153900;12665;Norm;OldTown
5;5;CompShg;0;0;TA;1;Gd;1390;1701;0;TA;171000;16647;Norm;Sawyer
7;5;CompShg;0;137;Gd;0;No;513;1006;769;Gd;213000;9317;Norm;SawyerW
5;6;CompShg;0;0;TA;1;Av;460;864;0;TA;133500;15523;Norm;CollgCr
6;8;CompShg;0;0;TA;1;No;0;1307;1051;TA;240000;45600;Norm;ClearCr
6;7;CompShg;0;360;Gd;0;No;0;1094;761;TA;187000;9600;Norm;Veenker
6;5;CompShg;0;170;Gd;0;Av;659;848;0;Gd;131500;4435;Norm;CollgCr
8;5;CompShg;0;40;Gd;0;Gd;0;1456;0;Gd;215000;3196;Norm;Blmngtn
7;5;CompShg;0;0;TA;1;No;364;918;728;TA;164000;7128;Norm;Crawfor
6;6;CompShg;0;115;TA;1;Gd;564;1445;0;TA;158000;12095;Norm;NAmes
5;4;CompShg;0;0;TA;1;Mn;306;1779;0;TA;170000;17920;Norm;Sawyer
5;8;CompShg;0;0;TA;1;No;659;1040;0;TA;127000;6897;Norm;Sawyer
6;6;CompShg;0;0;TA;1;Gd;505;1026;0;TA;147000;10970;Norm;CollgCr
6;5;CompShg;0;0;TA;1;No;0;702;779;TA;174000;8125;Norm;Gilbert
7;5;CompShg;0;189;TA;1;No;0;1370;0;TA;152000;10400;Norm;NWAmes
6;7;CompShg;0;220;TA;1;Mn;619;1512;1142;Gd;250000;11029;Norm;NWAmes
7;8;CompShg;0;0;Gd;0;No;0;912;514;Gd;189950;7642;Norm;Crawfor
5;4;CompShg;0;0;TA;1;Mn;841;1039;0;TA;131500;11625;Norm;Sawyer
6;5;CompShg;0;0;TA;1;No;338;1097;0;TA;152000;9672;Norm;SawyerW
5;5;CompShg;0;0;TA;1;No;1148;1148;0;TA;132500;7931;Norm;NAmes
7;5;CompShg;0;0;Gd;0;No;0;1372;0;Gd;250580;8640;Norm;Somerst
5;6;CompShg;0;76;TA;1;No;828;1002;0;TA;148500;8750;Norm;NAmes
8;5;CompShg;0;274;Gd;0;Av;0;1646;0;Gd;248900;10656;Norm;Timber
4;5;CompShg;0;0;TA;1;No;932;1120;0;Fa;129000;6970;Norm;Sawyer
5;6;CompShg;0;0;TA;1;NA;0;1547;720;TA;169000;14762;Norm;Gilbert
7;5;CompShg;0;246;Gd;0;No;750;1062;887;Gd;236000;9938;Norm;SawyerW
5;5;CompShg;0;0;TA;1;No;0;894;0;TA;109500;6600;Norm;NAmes
6;5;CompShg;0;116;TA;1;No;505;804;878;Gd;200500;8750;Norm;CollgCr
5;7;CompShg;0;0;Gd;0;Av;0;910;0;Gd;116000;8892;Norm;NAmes
5;7;CompShg;0;0;Gd;0;No;375;1036;0;TA;133000;12144;Norm;NAmes
5;6;CompShg;0;0;TA;1;No;0;676;455;TA;66500;5720;Norm;OldTown
8;5;CompShg;0;0;Gd;0;Av;64;1184;1426;Ex;303477;9000;Norm;Somerst
4;5;CompShg;0;0;TA;1;Gd;633;1040;0;TA;132250;25286;Norm;Mitchel
9;5;CompShg;0;216;Gd;0;No;1170;1462;762;Ex;350000;8834;Norm;NridgHt
5;7;CompShg;0;0;TA;1;Av;899;1155;0;Gd;148000;11782;Norm;Sawyer
5;8;CompShg;0;90;Gd;0;No;646;864;0;TA;136500;7000;Norm;CollgCr
5;5;CompShg;0;0;TA;1;No;980;1090;0;TA;157000;7024;Norm;Edwards
7;5;CompShg;0;117;Gd;0;Mn;902;1187;530;Gd;187500;13758;Norm;Timber
6;5;CompShg;0;0;TA;1;No;0;808;785;TA;178000;9636;Norm;Gilbert
4;5;CompShg;0;0;Gd;0;No;0;954;795;TA;118500;6204;Norm;SWISU
5;5;CompShg;0;60;TA;1;No;432;892;0;TA;100000;7150;Norm;NAmes
9;5;CompShg;0;60;Gd;0;Av;1238;1709;0;Gd;328900;5119;Norm;Somerst
